face_id,node_ids,adjacent_element_id,adjacent_soil_id,adjacent_material_id,boundary_type
0,0 40 41 1,0,10,mat_soil_010,z_min
1,0 1 401 400,0,10,mat_soil_010,y_min
2,0 400 440 40,0,10,mat_soil_010,x_min
3,1 41 42 2,1,10,mat_soil_010,z_min
4,1 2 402 401,1,10,mat_soil_010,y_min
5,2 42 43 3,2,10,mat_soil_010,z_min
6,2 3 403 402,2,10,mat_soil_010,y_min
7,3 43 44 4,3,10,mat_soil_010,z_min
8,3 4 404 403,3,10,mat_soil_010,y_min
9,4 44 45 5,4,10,mat_soil_010,z_min
10,4 5 405 404,4,10,mat_soil_010,y_min
11,5 45 46 6,5,10,mat_soil_010,z_min
12,5 6 406 405,5,10,mat_soil_010,y_min
13,6 46 47 7,6,10,mat_soil_010,z_min
14,6 7 407 406,6,10,mat_soil_010,y_min
15,7 47 48 8,7,10,mat_soil_010,z_min
16,7 8 408 407,7,10,mat_soil_010,y_min
17,8 48 49 9,8,10,mat_soil_010,z_min
18,8 9 409 408,8,10,mat_soil_010,y_min
19,9 49 50 10,9,10,mat_soil_010,z_min
20,9 10 410 409,9,10,mat_soil_010,y_min
21,10 50 51 11,10,10,mat_soil_010,z_min
22,10 11 411 410,10,10,mat_soil_010,y_min
23,11 51 52 12,11,10,mat_soil_010,z_min
24,11 12 412 411,11,10,mat_soil_010,y_min
25,12 52 53 13,12,10,mat_soil_010,z_min
26,12 13 413 412,12,10,mat_soil_010,y_min
27,13 53 54 14,13,10,mat_soil_010,z_min
28,13 14 414 413,13,10,mat_soil_010,y_min
29,14 54 55 15,14,10,mat_soil_010,z_min
30,14 15 415 414,14,10,mat_soil_010,y_min
31,15 55 56 16,15,10,mat_soil_010,z_min
32,15 16 416 415,15,10,mat_soil_010,y_min
33,16 56 57 17,16,10,mat_soil_010,z_min
34,16 17 417 416,16,10,mat_soil_010,y_min
35,17 57 58 18,17,10,mat_soil_010,z_min
36,17 18 418 417,17,10,mat_soil_010,y_min
37,18 58 59 19,18,10,mat_soil_010,z_min
38,18 19 419 418,18,10,mat_soil_010,y_min
39,19 59 60 20,19,10,mat_soil_010,z_min
40,19 20 420 419,19,10,mat_soil_010,y_min
41,20 60 61 21,20,10,mat_soil_010,z_min
42,20 21 421 420,20,10,mat_soil_010,y_min
43,21 61 62 22,21,10,mat_soil_010,z_min
44,21 22 422 421,21,10,mat_soil_010,y_min
45,22 62 63 23,22,10,mat_soil_010,z_min
46,22 23 423 422,22,10,mat_soil_010,y_min
47,23 63 64 24,23,10,mat_soil_010,z_min
48,23 24 424 423,23,10,mat_soil_010,y_min
49,24 64 65 25,24,10,mat_soil_010,z_min
50,24 25 425 424,24,10,mat_soil_010,y_min
51,25 65 66 26,25,10,mat_soil_010,z_min
52,25 26 426 425,25,10,mat_soil_010,y_min
53,26 66 67 27,26,10,mat_soil_010,z_min
54,26 27 427 426,26,10,mat_soil_010,y_min
55,27 67 68 28,27,10,mat_soil_010,z_min
56,27 28 428 427,27,10,mat_soil_010,y_min
57,28 68 69 29,28,10,mat_soil_010,z_min
58,28 29 429 428,28,10,mat_soil_010,y_min
59,29 69 70 30,29,10,mat_soil_010,z_min
60,29 30 430 429,29,10,mat_soil_010,y_min
61,30 70 71 31,30,10,mat_soil_010,z_min
62,30 31 431 430,30,10,mat_soil_010,y_min
63,31 71 72 32,31,10,mat_soil_010,z_min
64,31 32 432 431,31,10,mat_soil_010,y_min
65,32 72 73 33,32,10,mat_soil_010,z_min
66,32 33 433 432,32,10,mat_soil_010,y_min
67,33 73 74 34,33,10,mat_soil_010,z_min
68,33 34 434 433,33,10,mat_soil_010,y_min
69,34 74 75 35,34,10,mat_soil_010,z_min
70,34 35 435 434,34,10,mat_soil_010,y_min
71,35 75 76 36,35,10,mat_soil_010,z_min
72,35 36 436 435,35,10,mat_soil_010,y_min
73,36 76 77 37,36,10,mat_soil_010,z_min
74,36 37 437 436,36,10,mat_soil_010,y_min
75,37 77 78 38,37,10,mat_soil_010,z_min
76,37 38 438 437,37,10,mat_soil_010,y_min
77,38 78 79 39,38,10,mat_soil_010,z_min
78,38 39 439 438,38,10,mat_soil_010,y_min
79,39 79 479 439,38,10,mat_soil_010,x_max
80,40 80 81 41,39,10,mat_soil_010,z_min
81,40 440 480 80,39,10,mat_soil_010,x_min
82,41 81 82 42,40,10,mat_soil_010,z_min
83,42 82 83 43,41,10,mat_soil_010,z_min
84,43 83 84 44,42,10,mat_soil_010,z_min
85,44 84 85 45,43,10,mat_soil_010,z_min
86,45 85 86 46,44,10,mat_soil_010,z_min
87,46 86 87 47,45,10,mat_soil_010,z_min
88,47 87 88 48,46,10,mat_soil_010,z_min
89,48 88 89 49,47,10,mat_soil_010,z_min
90,49 89 90 50,48,10,mat_soil_010,z_min
91,50 90 91 51,49,10,mat_soil_010,z_min
92,51 91 92 52,50,10,mat_soil_010,z_min
93,52 92 93 53,51,10,mat_soil_010,z_min
94,53 93 94 54,52,10,mat_soil_010,z_min
95,54 94 95 55,53,10,mat_soil_010,z_min
96,55 95 96 56,54,10,mat_soil_010,z_min
97,56 96 97 57,55,10,mat_soil_010,z_min
98,57 97 98 58,56,10,mat_soil_010,z_min
99,58 98 99 59,57,10,mat_soil_010,z_min
100,59 99 100 60,58,10,mat_soil_010,z_min
101,60 100 101 61,59,10,mat_soil_010,z_min
102,61 101 102 62,60,10,mat_soil_010,z_min
103,62 102 103 63,61,10,mat_soil_010,z_min
104,63 103 104 64,62,10,mat_soil_010,z_min
105,64 104 105 65,63,10,mat_soil_010,z_min
106,65 105 106 66,64,10,mat_soil_010,z_min
107,66 106 107 67,65,10,mat_soil_010,z_min
108,67 107 108 68,66,10,mat_soil_010,z_min
109,68 108 109 69,67,10,mat_soil_010,z_min
110,69 109 110 70,68,10,mat_soil_010,z_min
111,70 110 111 71,69,10,mat_soil_010,z_min
112,71 111 112 72,70,10,mat_soil_010,z_min
113,72 112 113 73,71,10,mat_soil_010,z_min
114,73 113 114 74,72,10,mat_soil_010,z_min
115,74 114 115 75,73,10,mat_soil_010,z_min
116,75 115 116 76,74,10,mat_soil_010,z_min
117,76 116 117 77,75,10,mat_soil_010,z_min
118,77 117 118 78,76,10,mat_soil_010,z_min
119,78 118 119 79,77,10,mat_soil_010,z_min
120,79 119 519 479,77,10,mat_soil_010,x_max
121,80 120 121 81,78,10,mat_soil_010,z_min
122,80 480 520 120,78,10,mat_soil_010,x_min
123,81 121 122 82,79,10,mat_soil_010,z_min
124,82 122 123 83,80,10,mat_soil_010,z_min
125,83 123 124 84,81,10,mat_soil_010,z_min
126,84 124 125 85,82,10,mat_soil_010,z_min
127,85 125 126 86,83,10,mat_soil_010,z_min
128,86 126 127 87,84,10,mat_soil_010,z_min
129,87 127 128 88,85,10,mat_soil_010,z_min
130,88 128 129 89,86,10,mat_soil_010,z_min
131,89 129 130 90,87,10,mat_soil_010,z_min
132,90 130 131 91,88,10,mat_soil_010,z_min
133,91 131 132 92,89,10,mat_soil_010,z_min
134,92 132 133 93,90,10,mat_soil_010,z_min
135,93 133 134 94,91,10,mat_soil_010,z_min
136,94 134 135 95,92,10,mat_soil_010,z_min
137,95 135 136 96,93,10,mat_soil_010,z_min
138,96 136 137 97,94,10,mat_soil_010,z_min
139,97 137 138 98,95,10,mat_soil_010,z_min
140,98 138 139 99,96,10,mat_soil_010,z_min
141,99 139 140 100,97,10,mat_soil_010,z_min
142,100 140 141 101,98,10,mat_soil_010,z_min
143,101 141 142 102,99,10,mat_soil_010,z_min
144,102 142 143 103,100,10,mat_soil_010,z_min
145,103 143 144 104,101,10,mat_soil_010,z_min
146,104 144 145 105,102,10,mat_soil_010,z_min
147,105 145 146 106,103,10,mat_soil_010,z_min
148,106 146 147 107,104,10,mat_soil_010,z_min
149,107 147 148 108,105,10,mat_soil_010,z_min
150,108 148 149 109,106,10,mat_soil_010,z_min
151,109 149 150 110,107,10,mat_soil_010,z_min
152,110 150 151 111,108,10,mat_soil_010,z_min
153,111 151 152 112,109,10,mat_soil_010,z_min
154,112 152 153 113,110,10,mat_soil_010,z_min
155,113 153 154 114,111,10,mat_soil_010,z_min
156,114 154 155 115,112,10,mat_soil_010,z_min
157,115 155 156 116,113,10,mat_soil_010,z_min
158,116 156 157 117,114,10,mat_soil_010,z_min
159,117 157 158 118,115,10,mat_soil_010,z_min
160,118 158 159 119,116,10,mat_soil_010,z_min
161,119 159 559 519,116,10,mat_soil_010,x_max
162,120 160 161 121,117,10,mat_soil_010,z_min
163,120 520 560 160,117,10,mat_soil_010,x_min
164,121 161 162 122,118,10,mat_soil_010,z_min
165,122 162 163 123,119,10,mat_soil_010,z_min
166,123 163 164 124,120,10,mat_soil_010,z_min
167,124 164 165 125,121,10,mat_soil_010,z_min
168,125 165 166 126,122,10,mat_soil_010,z_min
169,126 166 167 127,123,10,mat_soil_010,z_min
170,127 167 168 128,124,10,mat_soil_010,z_min
171,128 168 169 129,125,10,mat_soil_010,z_min
172,129 169 170 130,126,10,mat_soil_010,z_min
173,130 170 171 131,127,10,mat_soil_010,z_min
174,131 171 172 132,128,10,mat_soil_010,z_min
175,132 172 173 133,129,10,mat_soil_010,z_min
176,133 173 174 134,130,10,mat_soil_010,z_min
177,134 174 175 135,131,10,mat_soil_010,z_min
178,135 175 176 136,132,10,mat_soil_010,z_min
179,136 176 177 137,133,10,mat_soil_010,z_min
180,137 177 178 138,134,10,mat_soil_010,z_min
181,138 178 179 139,135,10,mat_soil_010,z_min
182,139 179 180 140,136,10,mat_soil_010,z_min
183,140 180 181 141,137,10,mat_soil_010,z_min
184,141 181 182 142,138,10,mat_soil_010,z_min
185,142 182 183 143,139,10,mat_soil_010,z_min
186,143 183 184 144,140,10,mat_soil_010,z_min
187,144 184 185 145,141,10,mat_soil_010,z_min
188,145 185 186 146,142,10,mat_soil_010,z_min
189,146 186 187 147,143,10,mat_soil_010,z_min
190,147 187 188 148,144,10,mat_soil_010,z_min
191,148 188 189 149,145,10,mat_soil_010,z_min
192,149 189 190 150,146,10,mat_soil_010,z_min
193,150 190 191 151,147,10,mat_soil_010,z_min
194,151 191 192 152,148,10,mat_soil_010,z_min
195,152 192 193 153,149,10,mat_soil_010,z_min
196,153 193 194 154,150,10,mat_soil_010,z_min
197,154 194 195 155,151,10,mat_soil_010,z_min
198,155 195 196 156,152,10,mat_soil_010,z_min
199,156 196 197 157,153,10,mat_soil_010,z_min
200,157 197 198 158,154,10,mat_soil_010,z_min
201,158 198 199 159,155,10,mat_soil_010,z_min
202,159 199 599 559,155,10,mat_soil_010,x_max
203,160 200 201 161,156,10,mat_soil_010,z_min
204,160 560 600 200,156,10,mat_soil_010,x_min
205,161 201 202 162,157,10,mat_soil_010,z_min
206,162 202 203 163,158,10,mat_soil_010,z_min
207,163 203 204 164,159,10,mat_soil_010,z_min
208,164 204 205 165,160,10,mat_soil_010,z_min
209,165 205 206 166,161,10,mat_soil_010,z_min
210,166 206 207 167,162,10,mat_soil_010,z_min
211,167 207 208 168,163,10,mat_soil_010,z_min
212,168 208 209 169,164,10,mat_soil_010,z_min
213,169 209 210 170,165,10,mat_soil_010,z_min
214,170 210 211 171,166,10,mat_soil_010,z_min
215,171 211 212 172,167,10,mat_soil_010,z_min
216,172 212 213 173,168,10,mat_soil_010,z_min
217,173 213 214 174,169,10,mat_soil_010,z_min
218,174 214 215 175,170,10,mat_soil_010,z_min
219,175 215 216 176,171,10,mat_soil_010,z_min
220,176 216 217 177,172,10,mat_soil_010,z_min
221,177 217 218 178,173,10,mat_soil_010,z_min
222,178 218 219 179,174,10,mat_soil_010,z_min
223,179 219 220 180,175,10,mat_soil_010,z_min
224,180 220 221 181,176,10,mat_soil_010,z_min
225,181 221 222 182,177,10,mat_soil_010,z_min
226,182 222 223 183,178,10,mat_soil_010,z_min
227,183 223 224 184,179,10,mat_soil_010,z_min
228,184 224 225 185,180,10,mat_soil_010,z_min
229,185 225 226 186,181,10,mat_soil_010,z_min
230,186 226 227 187,182,10,mat_soil_010,z_min
231,187 227 228 188,183,10,mat_soil_010,z_min
232,188 228 229 189,184,10,mat_soil_010,z_min
233,189 229 230 190,185,10,mat_soil_010,z_min
234,190 230 231 191,186,10,mat_soil_010,z_min
235,191 231 232 192,187,10,mat_soil_010,z_min
236,192 232 233 193,188,10,mat_soil_010,z_min
237,193 233 234 194,189,10,mat_soil_010,z_min
238,194 234 235 195,190,10,mat_soil_010,z_min
239,195 235 236 196,191,10,mat_soil_010,z_min
240,196 236 237 197,192,10,mat_soil_010,z_min
241,197 237 238 198,193,10,mat_soil_010,z_min
242,198 238 239 199,194,10,mat_soil_010,z_min
243,199 239 639 599,194,10,mat_soil_010,x_max
244,200 240 241 201,195,10,mat_soil_010,z_min
245,200 600 640 240,195,10,mat_soil_010,x_min
246,201 241 242 202,196,10,mat_soil_010,z_min
247,202 242 243 203,197,10,mat_soil_010,z_min
248,203 243 244 204,198,10,mat_soil_010,z_min
249,204 244 245 205,199,10,mat_soil_010,z_min
250,205 245 246 206,200,10,mat_soil_010,z_min
251,206 246 247 207,201,10,mat_soil_010,z_min
252,207 247 248 208,202,10,mat_soil_010,z_min
253,208 248 249 209,203,10,mat_soil_010,z_min
254,209 249 250 210,204,10,mat_soil_010,z_min
255,210 250 251 211,205,10,mat_soil_010,z_min
256,211 251 252 212,206,10,mat_soil_010,z_min
257,212 252 253 213,207,10,mat_soil_010,z_min
258,213 253 254 214,208,10,mat_soil_010,z_min
259,214 254 255 215,209,10,mat_soil_010,z_min
260,215 255 256 216,210,10,mat_soil_010,z_min
261,216 256 257 217,211,10,mat_soil_010,z_min
262,217 257 258 218,212,10,mat_soil_010,z_min
263,218 258 259 219,213,10,mat_soil_010,z_min
264,219 259 260 220,214,10,mat_soil_010,z_min
265,220 260 261 221,215,10,mat_soil_010,z_min
266,221 261 262 222,216,10,mat_soil_010,z_min
267,222 262 263 223,217,10,mat_soil_010,z_min
268,223 263 264 224,218,10,mat_soil_010,z_min
269,224 264 265 225,219,10,mat_soil_010,z_min
270,225 265 266 226,220,10,mat_soil_010,z_min
271,226 266 267 227,221,10,mat_soil_010,z_min
272,227 267 268 228,222,10,mat_soil_010,z_min
273,228 268 269 229,223,10,mat_soil_010,z_min
274,229 269 270 230,224,10,mat_soil_010,z_min
275,230 270 271 231,225,10,mat_soil_010,z_min
276,231 271 272 232,226,10,mat_soil_010,z_min
277,232 272 273 233,227,10,mat_soil_010,z_min
278,233 273 274 234,228,10,mat_soil_010,z_min
279,234 274 275 235,229,10,mat_soil_010,z_min
280,235 275 276 236,230,10,mat_soil_010,z_min
281,236 276 277 237,231,10,mat_soil_010,z_min
282,237 277 278 238,232,10,mat_soil_010,z_min
283,238 278 279 239,233,10,mat_soil_010,z_min
284,239 279 679 639,233,10,mat_soil_010,x_max
285,240 280 281 241,234,10,mat_soil_010,z_min
286,240 640 680 280,234,10,mat_soil_010,x_min
287,241 281 282 242,235,10,mat_soil_010,z_min
288,242 282 283 243,236,10,mat_soil_010,z_min
289,243 283 284 244,237,10,mat_soil_010,z_min
290,244 284 285 245,238,10,mat_soil_010,z_min
291,245 285 286 246,239,10,mat_soil_010,z_min
292,246 286 287 247,240,10,mat_soil_010,z_min
293,247 287 288 248,241,10,mat_soil_010,z_min
294,248 288 289 249,242,10,mat_soil_010,z_min
295,249 289 290 250,243,10,mat_soil_010,z_min
296,250 290 291 251,244,10,mat_soil_010,z_min
297,251 291 292 252,245,10,mat_soil_010,z_min
298,252 292 293 253,246,10,mat_soil_010,z_min
299,253 293 294 254,247,10,mat_soil_010,z_min
300,254 294 295 255,248,10,mat_soil_010,z_min
301,255 295 296 256,249,10,mat_soil_010,z_min
302,256 296 297 257,250,10,mat_soil_010,z_min
303,257 297 298 258,251,10,mat_soil_010,z_min
304,258 298 299 259,252,10,mat_soil_010,z_min
305,259 299 300 260,253,10,mat_soil_010,z_min
306,260 300 301 261,254,10,mat_soil_010,z_min
307,261 301 302 262,255,10,mat_soil_010,z_min
308,262 302 303 263,256,10,mat_soil_010,z_min
309,263 303 304 264,257,10,mat_soil_010,z_min
310,264 304 305 265,258,10,mat_soil_010,z_min
311,265 305 306 266,259,10,mat_soil_010,z_min
312,266 306 307 267,260,10,mat_soil_010,z_min
313,267 307 308 268,261,10,mat_soil_010,z_min
314,268 308 309 269,262,10,mat_soil_010,z_min
315,269 309 310 270,263,10,mat_soil_010,z_min
316,270 310 311 271,264,10,mat_soil_010,z_min
317,271 311 312 272,265,10,mat_soil_010,z_min
318,272 312 313 273,266,10,mat_soil_010,z_min
319,273 313 314 274,267,10,mat_soil_010,z_min
320,274 314 315 275,268,10,mat_soil_010,z_min
321,275 315 316 276,269,10,mat_soil_010,z_min
322,276 316 317 277,270,10,mat_soil_010,z_min
323,277 317 318 278,271,10,mat_soil_010,z_min
324,278 318 319 279,272,10,mat_soil_010,z_min
325,279 319 719 679,272,10,mat_soil_010,x_max
326,280 320 321 281,273,10,mat_soil_010,z_min
327,280 680 720 320,273,10,mat_soil_010,x_min
328,281 321 322 282,274,10,mat_soil_010,z_min
329,282 322 323 283,275,10,mat_soil_010,z_min
330,283 323 324 284,276,10,mat_soil_010,z_min
331,284 324 325 285,277,10,mat_soil_010,z_min
332,285 325 326 286,278,10,mat_soil_010,z_min
333,286 326 327 287,279,10,mat_soil_010,z_min
334,287 327 328 288,280,10,mat_soil_010,z_min
335,288 328 329 289,281,10,mat_soil_010,z_min
336,289 329 330 290,282,10,mat_soil_010,z_min
337,290 330 331 291,283,10,mat_soil_010,z_min
338,291 331 332 292,284,10,mat_soil_010,z_min
339,292 332 333 293,285,10,mat_soil_010,z_min
340,293 333 334 294,286,10,mat_soil_010,z_min
341,294 334 335 295,287,10,mat_soil_010,z_min
342,295 335 336 296,288,10,mat_soil_010,z_min
343,296 336 337 297,289,10,mat_soil_010,z_min
344,297 337 338 298,290,10,mat_soil_010,z_min
345,298 338 339 299,291,10,mat_soil_010,z_min
346,299 339 340 300,292,10,mat_soil_010,z_min
347,300 340 341 301,293,10,mat_soil_010,z_min
348,301 341 342 302,294,10,mat_soil_010,z_min
349,302 342 343 303,295,10,mat_soil_010,z_min
350,303 343 344 304,296,10,mat_soil_010,z_min
351,304 344 345 305,297,10,mat_soil_010,z_min
352,305 345 346 306,298,10,mat_soil_010,z_min
353,306 346 347 307,299,10,mat_soil_010,z_min
354,307 347 348 308,300,10,mat_soil_010,z_min
355,308 348 349 309,301,10,mat_soil_010,z_min
356,309 349 350 310,302,10,mat_soil_010,z_min
357,310 350 351 311,303,10,mat_soil_010,z_min
358,311 351 352 312,304,10,mat_soil_010,z_min
359,312 352 353 313,305,10,mat_soil_010,z_min
360,313 353 354 314,306,10,mat_soil_010,z_min
361,314 354 355 315,307,10,mat_soil_010,z_min
362,315 355 356 316,308,10,mat_soil_010,z_min
363,316 356 357 317,309,10,mat_soil_010,z_min
364,317 357 358 318,310,10,mat_soil_010,z_min
365,318 358 359 319,311,10,mat_soil_010,z_min
366,319 359 759 719,311,10,mat_soil_010,x_max
367,320 360 361 321,312,10,mat_soil_010,z_min
368,360 760 761 361,312,10,mat_soil_010,y_max
369,320 720 760 360,312,10,mat_soil_010,x_min
370,321 361 362 322,313,10,mat_soil_010,z_min
371,361 761 762 362,313,10,mat_soil_010,y_max
372,322 362 363 323,314,10,mat_soil_010,z_min
373,362 762 763 363,314,10,mat_soil_010,y_max
374,323 363 364 324,315,10,mat_soil_010,z_min
375,363 763 764 364,315,10,mat_soil_010,y_max
376,324 364 365 325,316,10,mat_soil_010,z_min
377,364 764 765 365,316,10,mat_soil_010,y_max
378,325 365 366 326,317,10,mat_soil_010,z_min
379,365 765 766 366,317,10,mat_soil_010,y_max
380,326 366 367 327,318,10,mat_soil_010,z_min
381,366 766 767 367,318,10,mat_soil_010,y_max
382,327 367 368 328,319,10,mat_soil_010,z_min
383,367 767 768 368,319,10,mat_soil_010,y_max
384,328 368 369 329,320,10,mat_soil_010,z_min
385,368 768 769 369,320,10,mat_soil_010,y_max
386,329 369 370 330,321,10,mat_soil_010,z_min
387,369 769 770 370,321,10,mat_soil_010,y_max
388,330 370 371 331,322,10,mat_soil_010,z_min
389,370 770 771 371,322,10,mat_soil_010,y_max
390,331 371 372 332,323,10,mat_soil_010,z_min
391,371 771 772 372,323,10,mat_soil_010,y_max
392,332 372 373 333,324,10,mat_soil_010,z_min
393,372 772 773 373,324,10,mat_soil_010,y_max
394,333 373 374 334,325,10,mat_soil_010,z_min
395,373 773 774 374,325,10,mat_soil_010,y_max
396,334 374 375 335,326,10,mat_soil_010,z_min
397,374 774 775 375,326,10,mat_soil_010,y_max
398,335 375 376 336,327,10,mat_soil_010,z_min
399,375 775 776 376,327,10,mat_soil_010,y_max
400,336 376 377 337,328,10,mat_soil_010,z_min
401,376 776 777 377,328,10,mat_soil_010,y_max
402,337 377 378 338,329,10,mat_soil_010,z_min
403,377 777 778 378,329,10,mat_soil_010,y_max
404,338 378 379 339,330,10,mat_soil_010,z_min
405,378 778 779 379,330,10,mat_soil_010,y_max
406,339 379 380 340,331,10,mat_soil_010,z_min
407,379 779 780 380,331,10,mat_soil_010,y_max
408,340 380 381 341,332,10,mat_soil_010,z_min
409,380 780 781 381,332,10,mat_soil_010,y_max
410,341 381 382 342,333,10,mat_soil_010,z_min
411,381 781 782 382,333,10,mat_soil_010,y_max
412,342 382 383 343,334,10,mat_soil_010,z_min
413,382 782 783 383,334,10,mat_soil_010,y_max
414,343 383 384 344,335,10,mat_soil_010,z_min
415,383 783 784 384,335,10,mat_soil_010,y_max
416,344 384 385 345,336,10,mat_soil_010,z_min
417,384 784 785 385,336,10,mat_soil_010,y_max
418,345 385 386 346,337,10,mat_soil_010,z_min
419,385 785 786 386,337,10,mat_soil_010,y_max
420,346 386 387 347,338,10,mat_soil_010,z_min
421,386 786 787 387,338,10,mat_soil_010,y_max
422,347 387 388 348,339,10,mat_soil_010,z_min
423,387 787 788 388,339,10,mat_soil_010,y_max
424,348 388 389 349,340,10,mat_soil_010,z_min
425,388 788 789 389,340,10,mat_soil_010,y_max
426,349 389 390 350,341,10,mat_soil_010,z_min
427,389 789 790 390,341,10,mat_soil_010,y_max
428,350 390 391 351,342,10,mat_soil_010,z_min
429,390 790 791 391,342,10,mat_soil_010,y_max
430,351 391 392 352,343,10,mat_soil_010,z_min
431,391 791 792 392,343,10,mat_soil_010,y_max
432,352 392 393 353,344,10,mat_soil_010,z_min
433,392 792 793 393,344,10,mat_soil_010,y_max
434,353 393 394 354,345,10,mat_soil_010,z_min
435,393 793 794 394,345,10,mat_soil_010,y_max
436,354 394 395 355,346,10,mat_soil_010,z_min
437,394 794 795 395,346,10,mat_soil_010,y_max
438,355 395 396 356,347,10,mat_soil_010,z_min
439,395 795 796 396,347,10,mat_soil_010,y_max
440,356 396 397 357,348,10,mat_soil_010,z_min
441,396 796 797 397,348,10,mat_soil_010,y_max
442,357 397 398 358,349,10,mat_soil_010,z_min
443,397 797 798 398,349,10,mat_soil_010,y_max
444,358 398 399 359,350,10,mat_soil_010,z_min
445,398 798 799 399,350,10,mat_soil_010,y_max
446,359 399 799 759,350,10,mat_soil_010,x_max
447,400 401 801 800,351,10,mat_soil_010,y_min
448,400 800 840 440,351,10,mat_soil_010,x_min
449,401 402 802 801,352,10,mat_soil_010,y_min
450,402 403 803 802,353,10,mat_soil_010,y_min
451,403 404 804 803,354,10,mat_soil_010,y_min
452,404 405 805 804,355,10,mat_soil_010,y_min
453,405 406 806 805,356,10,mat_soil_010,y_min
454,406 407 807 806,357,10,mat_soil_010,y_min
455,407 408 808 807,358,10,mat_soil_010,y_min
456,408 409 809 808,359,10,mat_soil_010,y_min
457,409 410 810 809,360,10,mat_soil_010,y_min
458,410 411 811 810,361,10,mat_soil_010,y_min
459,411 412 812 811,362,10,mat_soil_010,y_min
460,412 413 813 812,363,10,mat_soil_010,y_min
461,413 414 814 813,364,10,mat_soil_010,y_min
462,414 415 815 814,365,10,mat_soil_010,y_min
463,415 416 816 815,366,10,mat_soil_010,y_min
464,416 417 817 816,367,10,mat_soil_010,y_min
465,417 418 818 817,368,10,mat_soil_010,y_min
466,418 419 819 818,369,10,mat_soil_010,y_min
467,419 420 820 819,370,10,mat_soil_010,y_min
468,420 421 821 820,371,10,mat_soil_010,y_min
469,421 422 822 821,372,10,mat_soil_010,y_min
470,422 423 823 822,373,10,mat_soil_010,y_min
471,423 424 824 823,374,10,mat_soil_010,y_min
472,424 425 825 824,375,10,mat_soil_010,y_min
473,425 426 826 825,376,10,mat_soil_010,y_min
474,426 427 827 826,377,10,mat_soil_010,y_min
475,427 428 828 827,378,10,mat_soil_010,y_min
476,428 429 829 828,379,10,mat_soil_010,y_min
477,429 430 830 829,380,10,mat_soil_010,y_min
478,430 431 831 830,381,10,mat_soil_010,y_min
479,431 432 832 831,382,10,mat_soil_010,y_min
480,432 433 833 832,383,10,mat_soil_010,y_min
481,433 434 834 833,384,10,mat_soil_010,y_min
482,434 435 835 834,385,10,mat_soil_010,y_min
483,435 436 836 835,386,10,mat_soil_010,y_min
484,436 437 837 836,387,10,mat_soil_010,y_min
485,437 438 838 837,388,10,mat_soil_010,y_min
486,438 439 839 838,389,10,mat_soil_010,y_min
487,439 479 879 839,389,10,mat_soil_010,x_max
488,440 840 880 480,390,10,mat_soil_010,x_min
489,479 519 919 879,428,10,mat_soil_010,x_max
490,480 880 920 520,429,10,mat_soil_010,x_min
491,519 559 959 919,467,10,mat_soil_010,x_max
492,520 920 960 560,468,10,mat_soil_010,x_min
493,559 599 999 959,506,10,mat_soil_010,x_max
494,560 960 1000 600,507,10,mat_soil_010,x_min
495,599 639 1039 999,545,10,mat_soil_010,x_max
496,600 1000 1040 640,546,10,mat_soil_010,x_min
497,639 679 1079 1039,584,10,mat_soil_010,x_max
498,640 1040 1080 680,585,10,mat_soil_010,x_min
499,679 719 1119 1079,623,10,mat_soil_010,x_max
500,680 1080 1120 720,624,10,mat_soil_010,x_min
501,719 759 1159 1119,662,10,mat_soil_010,x_max
502,760 1160 1161 761,663,10,mat_soil_010,y_max
503,720 1120 1160 760,663,10,mat_soil_010,x_min
504,761 1161 1162 762,664,10,mat_soil_010,y_max
505,762 1162 1163 763,665,10,mat_soil_010,y_max
506,763 1163 1164 764,666,10,mat_soil_010,y_max
507,764 1164 1165 765,667,10,mat_soil_010,y_max
508,765 1165 1166 766,668,10,mat_soil_010,y_max
509,766 1166 1167 767,669,10,mat_soil_010,y_max
510,767 1167 1168 768,670,10,mat_soil_010,y_max
511,768 1168 1169 769,671,10,mat_soil_010,y_max
512,769 1169 1170 770,672,10,mat_soil_010,y_max
513,770 1170 1171 771,673,10,mat_soil_010,y_max
514,771 1171 1172 772,674,10,mat_soil_010,y_max
515,772 1172 1173 773,675,10,mat_soil_010,y_max
516,773 1173 1174 774,676,10,mat_soil_010,y_max
517,774 1174 1175 775,677,10,mat_soil_010,y_max
518,775 1175 1176 776,678,10,mat_soil_010,y_max
519,776 1176 1177 777,679,10,mat_soil_010,y_max
520,777 1177 1178 778,680,10,mat_soil_010,y_max
521,778 1178 1179 779,681,10,mat_soil_010,y_max
522,779 1179 1180 780,682,10,mat_soil_010,y_max
523,780 1180 1181 781,683,10,mat_soil_010,y_max
524,781 1181 1182 782,684,10,mat_soil_010,y_max
525,782 1182 1183 783,685,10,mat_soil_010,y_max
526,783 1183 1184 784,686,10,mat_soil_010,y_max
527,784 1184 1185 785,687,10,mat_soil_010,y_max
528,785 1185 1186 786,688,10,mat_soil_010,y_max
529,786 1186 1187 787,689,10,mat_soil_010,y_max
530,787 1187 1188 788,690,10,mat_soil_010,y_max
531,788 1188 1189 789,691,10,mat_soil_010,y_max
532,789 1189 1190 790,692,10,mat_soil_010,y_max
