face_id,node_ids,adjacent_element_id,adjacent_soil_id,adjacent_material_id,boundary_type
6889,16363 16763 16764 16364,14355,5,mat_soil_005,y_max
6890,16364 16764 16765 16365,14356,5,mat_soil_005,y_max
6891,16365 16765 16766 16366,14357,5,mat_soil_005,y_max
6892,16366 16766 16767 16367,14358,5,mat_soil_005,y_max
6893,16367 16767 16768 16368,14359,5,mat_soil_005,y_max
6894,16368 16768 16769 16369,14360,5,mat_soil_005,y_max
6895,16369 16769 16770 16370,14361,5,mat_soil_005,y_max
6896,16370 16770 16771 16371,14362,5,mat_soil_005,y_max
6897,16371 16771 16772 16372,14363,5,mat_soil_005,y_max
6899,16372 16772 16773 16373,14364,5,mat_soil_005,y_max
6901,16373 16773 16774 16374,14365,5,mat_soil_005,y_max
6903,16374 16774 16775 16375,14366,2,mat_soil_002,y_max
6904,16375 16775 16776 16376,14367,2,mat_soil_002,y_max
6905,16376 16776 16777 16377,14368,2,mat_soil_002,y_max
6906,16377 16777 16778 16378,14369,2,mat_soil_002,y_max
6909,16378 16778 16779 16379,14370,5,mat_soil_005,y_max
6911,16379 16779 16780 16380,14371,5,mat_soil_005,y_max
6913,16380 16780 16781 16381,14372,5,mat_soil_005,y_max
6915,16381 16781 16782 16382,14373,5,mat_soil_005,y_max
6917,16382 16782 16783 16383,14374,5,mat_soil_005,y_max
6919,16383 16783 16784 16384,14375,5,mat_soil_005,y_max
6921,16384 16784 16785 16385,14376,5,mat_soil_005,y_max
6923,16385 16785 16786 16386,14377,5,mat_soil_005,y_max
6925,16386 16786 16787 16387,14378,5,mat_soil_005,y_max
6927,16387 16787 16788 16388,14379,5,mat_soil_005,y_max
6929,16388 16788 16789 16389,14380,5,mat_soil_005,y_max
6931,16389 16789 16790 16390,14381,5,mat_soil_005,y_max
6933,16390 16790 16791 16391,14382,5,mat_soil_005,y_max
6935,16391 16791 16792 16392,14383,5,mat_soil_005,y_max
6937,16392 16792 16793 16393,14384,5,mat_soil_005,y_max
6939,16393 16793 16794 16394,14385,5,mat_soil_005,y_max
6940,16394 16794 16795 16395,14386,5,mat_soil_005,y_max
6941,16395 16795 16796 16396,14387,5,mat_soil_005,y_max
6942,16396 16796 16797 16397,14388,5,mat_soil_005,y_max
6943,16397 16797 16798 16398,14389,5,mat_soil_005,y_max
6945,16398 16798 16799 16399,14390,5,mat_soil_005,y_max
6946,16359 16399 16799 16759,14390,5,mat_soil_005,x_max
6947,16400 16401 16801 16800,14391,4,mat_soil_004,y_min
6948,16400 16800 16840 16440,14391,4,mat_soil_004,x_min
6949,16401 16402 16802 16801,14392,4,mat_soil_004,y_min
6950,16402 16403 16803 16802,14393,4,mat_soil_004,y_min
6951,16403 16404 16804 16803,14394,4,mat_soil_004,y_min
6954,16404 16405 16805 16804,14395,5,mat_soil_005,y_min
6956,16405 16406 16806 16805,14396,5,mat_soil_005,y_min
6957,16406 16407 16807 16806,14397,5,mat_soil_005,y_min
6958,16407 16408 16808 16807,14398,5,mat_soil_005,y_min
6959,16408 16409 16809 16808,14399,5,mat_soil_005,y_min
6962,16409 16410 16810 16809,14400,2,mat_soil_002,y_min
6963,16410 16411 16811 16810,14401,2,mat_soil_002,y_min
6964,16411 16412 16812 16811,14402,2,mat_soil_002,y_min
6965,16412 16413 16813 16812,14403,2,mat_soil_002,y_min
6966,16413 16414 16814 16813,14404,2,mat_soil_002,y_min
6967,16414 16415 16815 16814,14405,2,mat_soil_002,y_min
6970,16415 16416 16816 16815,14406,5,mat_soil_005,y_min
6972,16416 16417 16817 16816,14407,5,mat_soil_005,y_min
6974,16417 16418 16818 16817,14408,5,mat_soil_005,y_min
6976,16418 16419 16819 16818,14409,5,mat_soil_005,y_min
6978,16419 16420 16820 16819,14410,5,mat_soil_005,y_min
6980,16420 16421 16821 16820,14411,5,mat_soil_005,y_min
6982,16421 16422 16822 16821,14412,5,mat_soil_005,y_min
6983,16422 16423 16823 16822,14413,5,mat_soil_005,y_min
6984,16423 16424 16824 16823,14414,5,mat_soil_005,y_min
6985,16424 16425 16825 16824,14415,5,mat_soil_005,y_min
6986,16425 16426 16826 16825,14416,5,mat_soil_005,y_min
6988,16426 16427 16827 16826,14417,5,mat_soil_005,y_min
6989,16427 16428 16828 16827,14418,5,mat_soil_005,y_min
6990,16428 16429 16829 16828,14419,5,mat_soil_005,y_min
6991,16429 16430 16830 16829,14420,5,mat_soil_005,y_min
6994,16430 16431 16831 16830,14421,2,mat_soil_002,y_min
6995,16431 16432 16832 16831,14422,2,mat_soil_002,y_min
6996,16432 16433 16833 16832,14423,2,mat_soil_002,y_min
6997,16433 16434 16834 16833,14424,2,mat_soil_002,y_min
6998,16434 16435 16835 16834,14425,2,mat_soil_002,y_min
6999,16435 16436 16836 16835,14426,2,mat_soil_002,y_min
7000,16436 16437 16837 16836,14427,2,mat_soil_002,y_min
7001,16437 16438 16838 16837,14428,2,mat_soil_002,y_min
7004,16438 16439 16839 16838,14429,12,mat_soil_012,y_min
7006,16439 16479 16879 16839,14429,12,mat_soil_012,x_max
7007,16440 16840 16880 16480,14430,4,mat_soil_004,x_min
7042,16479 16519 16919 16879,14468,5,mat_soil_005,x_max
7043,16480 16880 16920 16520,14469,4,mat_soil_004,x_min
7068,16519 16559 16959 16919,14507,5,mat_soil_005,x_max
7070,16520 16920 16960 16560,14508,4,mat_soil_004,x_min
7092,16559 16599 16999 16959,14546,5,mat_soil_005,x_max
7094,16560 16960 17000 16600,14547,5,mat_soil_005,x_min
7119,16599 16639 17039 16999,14585,5,mat_soil_005,x_max
7121,16600 17000 17040 16640,14586,5,mat_soil_005,x_min
7151,16639 16679 17079 17039,14624,5,mat_soil_005,x_max
7154,16640 17040 17080 16680,14625,5,mat_soil_005,x_min
7176,16679 16719 17119 17079,14663,5,mat_soil_005,x_max
7178,16680 17080 17120 16720,14664,4,mat_soil_004,x_min
7203,16719 16759 17159 17119,14702,4,mat_soil_004,x_max
7205,16760 17160 17161 16761,14703,5,mat_soil_005,y_max
7206,16720 17120 17160 16760,14703,5,mat_soil_005,x_min
7207,16761 17161 17162 16762,14704,5,mat_soil_005,y_max
7208,16762 17162 17163 16763,14705,5,mat_soil_005,y_max
7209,16763 17163 17164 16764,14706,5,mat_soil_005,y_max
7210,16764 17164 17165 16765,14707,5,mat_soil_005,y_max
7212,16765 17165 17166 16766,14708,5,mat_soil_005,y_max
7214,16766 17166 17167 16767,14709,5,mat_soil_005,y_max
7216,16767 17167 17168 16768,14710,5,mat_soil_005,y_max
7218,16768 17168 17169 16769,14711,5,mat_soil_005,y_max
7220,16769 17169 17170 16770,14712,5,mat_soil_005,y_max
7222,16770 17170 17171 16771,14713,5,mat_soil_005,y_max
7224,16771 17171 17172 16772,14714,5,mat_soil_005,y_max
7227,16772 17172 17173 16773,14715,2,mat_soil_002,y_max
7229,16773 17173 17174 16774,14716,2,mat_soil_002,y_max
7231,16774 17174 17175 16775,14717,2,mat_soil_002,y_max
7233,16775 17175 17176 16776,14718,2,mat_soil_002,y_max
7235,16776 17176 17177 16777,14719,2,mat_soil_002,y_max
7237,16777 17177 17178 16778,14720,2,mat_soil_002,y_max
7239,16778 17178 17179 16779,14721,12,mat_soil_012,y_max
7240,16779 17179 17180 16780,14722,12,mat_soil_012,y_max
7241,16780 17180 17181 16781,14723,12,mat_soil_012,y_max
7242,16781 17181 17182 16782,14724,12,mat_soil_012,y_max
7243,16782 17182 17183 16783,14725,12,mat_soil_012,y_max
7244,16783 17183 17184 16784,14726,12,mat_soil_012,y_max
7245,16784 17184 17185 16785,14727,12,mat_soil_012,y_max
7246,16785 17185 17186 16786,14728,12,mat_soil_012,y_max
7247,16786 17186 17187 16787,14729,12,mat_soil_012,y_max
7248,16787 17187 17188 16788,14730,12,mat_soil_012,y_max
7249,16788 17188 17189 16789,14731,12,mat_soil_012,y_max
7250,16789 17189 17190 16790,14732,12,mat_soil_012,y_max
7251,16790 17190 17191 16791,14733,12,mat_soil_012,y_max
7252,16791 17191 17192 16792,14734,12,mat_soil_012,y_max
7253,16792 17192 17193 16793,14735,12,mat_soil_012,y_max
7254,16793 17193 17194 16794,14736,12,mat_soil_012,y_max
7257,16794 17194 17195 16795,14737,5,mat_soil_005,y_max
7258,16795 17195 17196 16796,14738,5,mat_soil_005,y_max
7259,16796 17196 17197 16797,14739,5,mat_soil_005,y_max
7261,16797 17197 17198 16798,14740,5,mat_soil_005,y_max
7263,16798 17198 17199 16799,14741,4,mat_soil_004,y_max
7264,16759 16799 17199 17159,14741,4,mat_soil_004,x_max
7265,16800 16801 17201 17200,14742,4,mat_soil_004,y_min
7266,16800 17200 17240 16840,14742,4,mat_soil_004,x_min
7267,16801 16802 17202 17201,14743,4,mat_soil_004,y_min
7268,16802 16803 17203 17202,14744,4,mat_soil_004,y_min
7269,16803 16804 17204 17203,14745,4,mat_soil_004,y_min
7270,16804 16805 17205 17204,14746,4,mat_soil_004,y_min
7273,16805 16806 17206 17205,14747,5,mat_soil_005,y_min
7275,16806 16807 17207 17206,14748,5,mat_soil_005,y_min
7276,16807 16808 17208 17207,14749,5,mat_soil_005,y_min
7277,16808 16809 17209 17208,14750,5,mat_soil_005,y_min
7281,16809 16810 17210 17209,14751,2,mat_soil_002,y_min
7284,16810 16811 17211 17210,14752,2,mat_soil_002,y_min
7287,16811 16812 17212 17211,14753,2,mat_soil_002,y_min
7289,16812 16813 17213 17212,14754,2,mat_soil_002,y_min
7291,16813 16814 17214 17213,14755,2,mat_soil_002,y_min
7293,16814 16815 17215 17214,14756,2,mat_soil_002,y_min
7295,16815 16816 17216 17215,14757,12,mat_soil_012,y_min
7296,16816 16817 17217 17216,14758,12,mat_soil_012,y_min
7297,16817 16818 17218 17217,14759,12,mat_soil_012,y_min
7298,16818 16819 17219 17218,14760,12,mat_soil_012,y_min
7299,16819 16820 17220 17219,14761,12,mat_soil_012,y_min
7300,16820 16821 17221 17220,14762,12,mat_soil_012,y_min
7303,16821 16822 17222 17221,14763,5,mat_soil_005,y_min
7305,16822 16823 17223 17222,14764,5,mat_soil_005,y_min
7306,16823 16824 17224 17223,14765,5,mat_soil_005,y_min
7307,16824 16825 17225 17224,14766,5,mat_soil_005,y_min
7309,16825 16826 17226 17225,14767,5,mat_soil_005,y_min
7311,16826 16827 17227 17226,14768,4,mat_soil_004,y_min
7314,16827 16828 17228 17227,14769,5,mat_soil_005,y_min
7315,16828 16829 17229 17228,14770,5,mat_soil_005,y_min
7316,16829 16830 17230 17229,14771,5,mat_soil_005,y_min
7318,16830 16831 17231 17230,14772,5,mat_soil_005,y_min
7321,16831 16832 17232 17231,14773,2,mat_soil_002,y_min
7322,16832 16833 17233 17232,14774,2,mat_soil_002,y_min
7324,16833 16834 17234 17233,14775,2,mat_soil_002,y_min
7326,16834 16835 17235 17234,14776,2,mat_soil_002,y_min
7328,16835 16836 17236 17235,14777,2,mat_soil_002,y_min
7330,16836 16837 17237 17236,14778,2,mat_soil_002,y_min
7332,16837 16838 17238 17237,14779,2,mat_soil_002,y_min
7335,16838 16839 17239 17238,14780,12,mat_soil_012,y_min
7336,16839 16879 17279 17239,14780,12,mat_soil_012,x_max
7337,16840 17240 17280 16880,14781,4,mat_soil_004,x_min
7368,16879 16919 17319 17279,14819,12,mat_soil_012,x_max
7369,16880 17280 17320 16920,14820,4,mat_soil_004,x_min
7391,16919 16959 17359 17319,14858,5,mat_soil_005,x_max
7392,16920 17320 17360 16960,14859,4,mat_soil_004,x_min
7412,16959 16999 17399 17359,14897,5,mat_soil_005,x_max
7413,16960 17360 17400 17000,14898,4,mat_soil_004,x_min
7427,16999 17039 17439 17399,14936,5,mat_soil_005,x_max
7428,17000 17400 17440 17040,14937,4,mat_soil_004,x_min
7438,17039 17079 17479 17439,14975,5,mat_soil_005,x_max
7439,17040 17440 17480 17080,14976,4,mat_soil_004,x_min
7447,17079 17119 17519 17479,15014,4,mat_soil_004,x_max
7448,17080 17480 17520 17120,15015,4,mat_soil_004,x_min
7455,17119 17159 17559 17519,15053,4,mat_soil_004,x_max
7456,17160 17560 17561 17161,15054,4,mat_soil_004,y_max
7457,17120 17520 17560 17160,15054,4,mat_soil_004,x_min
7460,17161 17561 17562 17162,15055,5,mat_soil_005,y_max
7461,17162 17562 17563 17163,15056,5,mat_soil_005,y_max
7462,17163 17563 17564 17164,15057,5,mat_soil_005,y_max
7464,17164 17564 17565 17165,15058,5,mat_soil_005,y_max
7466,17165 17565 17566 17166,15059,12,mat_soil_012,y_max
7467,17166 17566 17567 17167,15060,12,mat_soil_012,y_max
7468,17167 17567 17568 17168,15061,12,mat_soil_012,y_max
7469,17168 17568 17569 17169,15062,12,mat_soil_012,y_max
7470,17169 17569 17570 17170,15063,12,mat_soil_012,y_max
7471,17170 17570 17571 17171,15064,12,mat_soil_012,y_max
7472,17171 17571 17572 17172,15065,12,mat_soil_012,y_max
7473,17172 17572 17573 17173,15066,12,mat_soil_012,y_max
7474,17173 17573 17574 17174,15067,12,mat_soil_012,y_max
7475,17174 17574 17575 17175,15068,12,mat_soil_012,y_max
7476,17175 17575 17576 17176,15069,12,mat_soil_012,y_max
7477,17176 17576 17577 17177,15070,12,mat_soil_012,y_max
7478,17177 17577 17578 17178,15071,12,mat_soil_012,y_max
7479,17178 17578 17579 17179,15072,12,mat_soil_012,y_max
7480,17179 17579 17580 17180,15073,12,mat_soil_012,y_max
7481,17180 17580 17581 17181,15074,12,mat_soil_012,y_max
7482,17181 17581 17582 17182,15075,12,mat_soil_012,y_max
7483,17182 17582 17583 17183,15076,12,mat_soil_012,y_max
7484,17183 17583 17584 17184,15077,12,mat_soil_012,y_max
7485,17184 17584 17585 17185,15078,12,mat_soil_012,y_max
7486,17185 17585 17586 17186,15079,12,mat_soil_012,y_max
7487,17186 17586 17587 17187,15080,12,mat_soil_012,y_max
7488,17187 17587 17588 17188,15081,12,mat_soil_012,y_max
7489,17188 17588 17589 17189,15082,12,mat_soil_012,y_max
7490,17189 17589 17590 17190,15083,12,mat_soil_012,y_max
7491,17190 17590 17591 17191,15084,12,mat_soil_012,y_max
7492,17191 17591 17592 17192,15085,12,mat_soil_012,y_max
7493,17192 17592 17593 17193,15086,12,mat_soil_012,y_max
7494,17193 17593 17594 17194,15087,12,mat_soil_012,y_max
7495,17194 17594 17595 17195,15088,12,mat_soil_012,y_max
7497,17195 17595 17596 17196,15089,5,mat_soil_005,y_max
7498,17196 17596 17597 17197,15090,5,mat_soil_005,y_max
7500,17197 17597 17598 17198,15091,4,mat_soil_004,y_max
7501,17198 17598 17599 17199,15092,4,mat_soil_004,y_max
7502,17159 17199 17599 17559,15092,4,mat_soil_004,x_max
7503,17200 17201 17601 17600,15093,4,mat_soil_004,y_min
7504,17200 17600 17640 17240,15093,4,mat_soil_004,x_min
7505,17201 17202 17602 17601,15094,4,mat_soil_004,y_min
7506,17202 17203 17603 17602,15095,4,mat_soil_004,y_min
7507,17203 17204 17604 17603,15096,4,mat_soil_004,y_min
7508,17204 17205 17605 17604,15097,4,mat_soil_004,y_min
7509,17205 17206 17606 17605,15098,4,mat_soil_004,y_min
7511,17206 17207 17607 17606,15099,5,mat_soil_005,y_min
7512,17207 17208 17608 17607,15100,5,mat_soil_005,y_min
7514,17208 17209 17609 17608,15101,5,mat_soil_005,y_min
7517,17209 17210 17610 17609,15102,12,mat_soil_012,y_min
7518,17210 17211 17611 17610,15103,12,mat_soil_012,y_min
7519,17211 17212 17612 17611,15104,12,mat_soil_012,y_min
7520,17212 17213 17613 17612,15105,12,mat_soil_012,y_min
7521,17213 17214 17614 17613,15106,12,mat_soil_012,y_min
7522,17214 17215 17615 17614,15107,12,mat_soil_012,y_min
7523,17215 17216 17616 17615,15108,12,mat_soil_012,y_min
7524,17216 17217 17617 17616,15109,12,mat_soil_012,y_min
7525,17217 17218 17618 17617,15110,12,mat_soil_012,y_min
7526,17218 17219 17619 17618,15111,12,mat_soil_012,y_min
7527,17219 17220 17620 17619,15112,12,mat_soil_012,y_min
7528,17220 17221 17621 17620,15113,12,mat_soil_012,y_min
7529,17221 17222 17622 17621,15114,12,mat_soil_012,y_min
7532,17222 17223 17623 17622,15115,5,mat_soil_005,y_min
7534,17223 17224 17624 17623,15116,5,mat_soil_005,y_min
7535,17224 17225 17625 17624,15117,5,mat_soil_005,y_min
7537,17225 17226 17626 17625,15118,4,mat_soil_004,y_min
7539,17226 17227 17627 17626,15119,4,mat_soil_004,y_min
7543,17227 17228 17628 17627,15120,5,mat_soil_005,y_min
7544,17228 17229 17629 17628,15121,5,mat_soil_005,y_min
7546,17229 17230 17630 17629,15122,5,mat_soil_005,y_min
7549,17230 17231 17631 17630,15123,5,mat_soil_005,y_min
7552,17231 17232 17632 17631,15124,2,mat_soil_002,y_min
7554,17232 17233 17633 17632,15125,2,mat_soil_002,y_min
7556,17233 17234 17634 17633,15126,4,mat_soil_004,y_min
7559,17234 17235 17635 17634,15127,2,mat_soil_002,y_min
7561,17235 17236 17636 17635,15128,2,mat_soil_002,y_min
7563,17236 17237 17637 17636,15129,2,mat_soil_002,y_min
7565,17237 17238 17638 17637,15130,12,mat_soil_012,y_min
7566,17238 17239 17639 17638,15131,12,mat_soil_012,y_min
7567,17239 17279 17679 17639,15131,12,mat_soil_012,x_max
7568,17240 17640 17680 17280,15132,4,mat_soil_004,x_min
7591,17279 17319 17719 17679,15170,12,mat_soil_012,x_max
7592,17280 17680 17720 17320,15171,4,mat_soil_004,x_min
7615,17319 17359 17759 17719,15209,12,mat_soil_012,x_max
7616,17320 17720 17760 17360,15210,4,mat_soil_004,x_min
7626,17359 17399 17799 17759,15248,5,mat_soil_005,x_max
7627,17360 17760 17800 17400,15249,4,mat_soil_004,x_min
7638,17399 17439 17839 17799,15287,5,mat_soil_005,x_max
7639,17400 17800 17840 17440,15288,4,mat_soil_004,x_min
7649,17439 17479 17879 17839,15326,4,mat_soil_004,x_max
7650,17440 17840 17880 17480,15327,4,mat_soil_004,x_min
7657,17479 17519 17919 17879,15365,4,mat_soil_004,x_max
7658,17480 17880 17920 17520,15366,4,mat_soil_004,x_min
7666,17519 17559 17959 17919,15404,4,mat_soil_004,x_max
7667,17560 17960 17961 17561,15405,4,mat_soil_004,y_max
7668,17520 17920 17960 17560,15405,4,mat_soil_004,x_min
7669,17561 17961 17962 17562,15406,4,mat_soil_004,y_max
7672,17562 17962 17963 17563,15407,5,mat_soil_005,y_max
7673,17563 17963 17964 17564,15408,5,mat_soil_005,y_max
7675,17564 17964 17965 17565,15409,12,mat_soil_012,y_max
7676,17565 17965 17966 17566,15410,12,mat_soil_012,y_max
7677,17566 17966 17967 17567,15411,12,mat_soil_012,y_max
7678,17567 17967 17968 17568,15412,12,mat_soil_012,y_max
7679,17568 17968 17969 17569,15413,12,mat_soil_012,y_max
7680,17569 17969 17970 17570,15414,12,mat_soil_012,y_max
7681,17570 17970 17971 17571,15415,12,mat_soil_012,y_max
7682,17571 17971 17972 17572,15416,12,mat_soil_012,y_max
7683,17572 17972 17973 17573,15417,12,mat_soil_012,y_max
7684,17573 17973 17974 17574,15418,12,mat_soil_012,y_max
7685,17574 17974 17975 17575,15419,12,mat_soil_012,y_max
7686,17575 17975 17976 17576,15420,12,mat_soil_012,y_max
7687,17576 17976 17977 17577,15421,12,mat_soil_012,y_max
7688,17577 17977 17978 17578,15422,12,mat_soil_012,y_max
7689,17578 17978 17979 17579,15423,12,mat_soil_012,y_max
7690,17579 17979 17980 17580,15424,12,mat_soil_012,y_max
7691,17580 17980 17981 17581,15425,12,mat_soil_012,y_max
7692,17581 17981 17982 17582,15426,12,mat_soil_012,y_max
7693,17582 17982 17983 17583,15427,12,mat_soil_012,y_max
7694,17583 17983 17984 17584,15428,12,mat_soil_012,y_max
7695,17584 17984 17985 17585,15429,12,mat_soil_012,y_max
7696,17585 17985 17986 17586,15430,12,mat_soil_012,y_max
7697,17586 17986 17987 17587,15431,12,mat_soil_012,y_max
7698,17587 17987 17988 17588,15432,12,mat_soil_012,y_max
7699,17588 17988 17989 17589,15433,12,mat_soil_012,y_max
7700,17589 17989 17990 17590,15434,12,mat_soil_012,y_max
7701,17590 17990 17991 17591,15435,12,mat_soil_012,y_max
7702,17591 17991 17992 17592,15436,12,mat_soil_012,y_max
7703,17592 17992 17993 17593,15437,12,mat_soil_012,y_max
7704,17593 17993 17994 17594,15438,12,mat_soil_012,y_max
7705,17594 17994 17995 17595,15439,12,mat_soil_012,y_max
7708,17595 17995 17996 17596,15440,5,mat_soil_005,y_max
7710,17596 17996 17997 17597,15441,5,mat_soil_005,y_max
7712,17597 17997 17998 17598,15442,4,mat_soil_004,y_max
7713,17598 17998 17999 17599,15443,4,mat_soil_004,y_max
7714,17559 17599 17999 17959,15443,4,mat_soil_004,x_max
7715,17600 17601 18001 18000,15444,4,mat_soil_004,y_min
7716,17600 18000 18040 17640,15444,4,mat_soil_004,x_min
7717,17601 17602 18002 18001,15445,4,mat_soil_004,y_min
7718,17602 17603 18003 18002,15446,4,mat_soil_004,y_min
7719,17603 17604 18004 18003,15447,4,mat_soil_004,y_min
7720,17604 17605 18005 18004,15448,4,mat_soil_004,y_min
7721,17605 17606 18006 18005,15449,4,mat_soil_004,y_min
7724,17606 17607 18007 18006,15450,5,mat_soil_005,y_min
7726,17607 17608 18008 18007,15451,5,mat_soil_005,y_min
7729,17608 17609 18009 18008,15452,12,mat_soil_012,y_min
7730,17609 17610 18010 18009,15453,12,mat_soil_012,y_min
7731,17610 17611 18011 18010,15454,12,mat_soil_012,y_min
7732,17611 17612 18012 18011,15455,12,mat_soil_012,y_min
7733,17612 17613 18013 18012,15456,12,mat_soil_012,y_min
7734,17613 17614 18014 18013,15457,12,mat_soil_012,y_min
7735,17614 17615 18015 18014,15458,12,mat_soil_012,y_min
7736,17615 17616 18016 18015,15459,12,mat_soil_012,y_min
7737,17616 17617 18017 18016,15460,12,mat_soil_012,y_min
7738,17617 17618 18018 18017,15461,12,mat_soil_012,y_min
7739,17618 17619 18019 18018,15462,12,mat_soil_012,y_min
7740,17619 17620 18020 18019,15463,12,mat_soil_012,y_min
7741,17620 17621 18021 18020,15464,12,mat_soil_012,y_min
7742,17621 17622 18022 18021,15465,12,mat_soil_012,y_min
7743,17622 17623 18023 18022,15466,12,mat_soil_012,y_min
7746,17623 17624 18024 18023,15467,5,mat_soil_005,y_min
7749,17624 17625 18025 18024,15468,5,mat_soil_005,y_min
7751,17625 17626 18026 18025,15469,4,mat_soil_004,y_min
7753,17626 17627 18027 18026,15470,4,mat_soil_004,y_min
7755,17627 17628 18028 18027,15471,4,mat_soil_004,y_min
7759,17628 17629 18029 18028,15472,5,mat_soil_005,y_min
7762,17629 17630 18030 18029,15473,12,mat_soil_012,y_min
7763,17630 17631 18031 18030,15474,12,mat_soil_012,y_min
7765,17631 17632 18032 18031,15475,2,mat_soil_002,y_min
7767,17632 17633 18033 18032,15476,4,mat_soil_004,y_min
7768,17633 17634 18034 18033,15477,4,mat_soil_004,y_min
7769,17634 17635 18035 18034,15478,4,mat_soil_004,y_min
7772,17635 17636 18036 18035,15479,2,mat_soil_002,y_min
7775,17636 17637 18037 18036,15480,2,mat_soil_002,y_min
7778,17637 17638 18038 18037,15481,12,mat_soil_012,y_min
7779,17638 17639 18039 18038,15482,12,mat_soil_012,y_min
7780,17639 17679 18079 18039,15482,12,mat_soil_012,x_max
7781,17640 18040 18080 17680,15483,4,mat_soil_004,x_min
7802,17679 17719 18119 18079,15521,12,mat_soil_012,x_max
7803,17680 18080 18120 17720,15522,4,mat_soil_004,x_min
7823,17719 17759 18159 18119,15560,12,mat_soil_012,x_max
7824,17720 18120 18160 17760,15561,4,mat_soil_004,x_min
7837,17759 17799 18199 18159,15599,5,mat_soil_005,x_max
7838,17760 18160 18200 17800,15600,4,mat_soil_004,x_min
7855,17799 17839 18239 18199,15638,5,mat_soil_005,x_max
7856,17800 18200 18240 17840,15639,4,mat_soil_004,x_min
7865,17839 17879 18279 18239,15677,4,mat_soil_004,x_max
7866,17840 18240 18280 17880,15678,4,mat_soil_004,x_min
7873,17879 17919 18319 18279,15716,4,mat_soil_004,x_max
7874,17880 18280 18320 17920,15717,4,mat_soil_004,x_min
7879,17919 17959 18359 18319,15755,4,mat_soil_004,x_max
7880,17960 18360 18361 17961,15756,4,mat_soil_004,y_max
7881,17920 18320 18360 17960,15756,4,mat_soil_004,x_min
7882,17961 18361 18362 17962,15757,4,mat_soil_004,y_max
7883,17962 18362 18363 17963,15758,4,mat_soil_004,y_max
7886,17963 18363 18364 17964,15759,5,mat_soil_005,y_max
7888,17964 18364 18365 17965,15760,12,mat_soil_012,y_max
7889,17965 18365 18366 17966,15761,12,mat_soil_012,y_max
7890,17966 18366 18367 17967,15762,12,mat_soil_012,y_max
7891,17967 18367 18368 17968,15763,12,mat_soil_012,y_max
7892,17968 18368 18369 17969,15764,12,mat_soil_012,y_max
7893,17969 18369 18370 17970,15765,12,mat_soil_012,y_max
7894,17970 18370 18371 17971,15766,12,mat_soil_012,y_max
7895,17971 18371 18372 17972,15767,12,mat_soil_012,y_max
7896,17972 18372 18373 17973,15768,12,mat_soil_012,y_max
7897,17973 18373 18374 17974,15769,12,mat_soil_012,y_max
7898,17974 18374 18375 17975,15770,12,mat_soil_012,y_max
7899,17975 18375 18376 17976,15771,12,mat_soil_012,y_max
7900,17976 18376 18377 17977,15772,12,mat_soil_012,y_max
7901,17977 18377 18378 17978,15773,12,mat_soil_012,y_max
7902,17978 18378 18379 17979,15774,12,mat_soil_012,y_max
7903,17979 18379 18380 17980,15775,12,mat_soil_012,y_max
7904,17980 18380 18381 17981,15776,12,mat_soil_012,y_max
7905,17981 18381 18382 17982,15777,12,mat_soil_012,y_max
7906,17982 18382 18383 17983,15778,12,mat_soil_012,y_max
7907,17983 18383 18384 17984,15779,12,mat_soil_012,y_max
7908,17984 18384 18385 17985,15780,12,mat_soil_012,y_max
7909,17985 18385 18386 17986,15781,12,mat_soil_012,y_max
7910,17986 18386 18387 17987,15782,12,mat_soil_012,y_max
7911,17987 18387 18388 17988,15783,12,mat_soil_012,y_max
7912,17988 18388 18389 17989,15784,12,mat_soil_012,y_max
7913,17989 18389 18390 17990,15785,12,mat_soil_012,y_max
7914,17990 18390 18391 17991,15786,12,mat_soil_012,y_max
7915,17991 18391 18392 17992,15787,12,mat_soil_012,y_max
7916,17992 18392 18393 17993,15788,12,mat_soil_012,y_max
7917,17993 18393 18394 17994,15789,12,mat_soil_012,y_max
7918,17994 18394 18395 17995,15790,12,mat_soil_012,y_max
7919,17995 18395 18396 17996,15791,12,mat_soil_012,y_max
7921,17996 18396 18397 17997,15792,4,mat_soil_004,y_max
7922,17997 18397 18398 17998,15793,4,mat_soil_004,y_max
7923,17998 18398 18399 17999,15794,4,mat_soil_004,y_max
7924,17959 17999 18399 18359,15794,4,mat_soil_004,x_max
7925,18000 18001 18401 18400,15795,4,mat_soil_004,y_min
7926,18000 18400 18440 18040,15795,4,mat_soil_004,x_min
7927,18001 18002 18402 18401,15796,4,mat_soil_004,y_min
7928,18002 18003 18403 18402,15797,4,mat_soil_004,y_min
7929,18003 18004 18404 18403,15798,4,mat_soil_004,y_min
7930,18004 18005 18405 18404,15799,4,mat_soil_004,y_min
7931,18005 18006 18406 18405,15800,4,mat_soil_004,y_min
7932,18006 18007 18407 18406,15801,4,mat_soil_004,y_min
7934,18007 18008 18408 18407,15802,12,mat_soil_012,y_min
7935,18008 18009 18409 18408,15803,12,mat_soil_012,y_min
7936,18009 18010 18410 18409,15804,12,mat_soil_012,y_min
7937,18010 18011 18411 18410,15805,12,mat_soil_012,y_min
7938,18011 18012 18412 18411,15806,12,mat_soil_012,y_min
7939,18012 18013 18413 18412,15807,12,mat_soil_012,y_min
7940,18013 18014 18414 18413,15808,12,mat_soil_012,y_min
