face_id,node_ids,left_element_id,right_element_id,left_soil_id,right_soil_id,left_material_id,right_material_id
927,2800 2801 2841 2840,2106,2457,10,9,mat_soil_010,mat_soil_009
930,2801 2802 2842 2841,2107,2458,10,9,mat_soil_010,mat_soil_009
932,2802 2803 2843 2842,2108,2459,10,9,mat_soil_010,mat_soil_009
960,2829 2830 2870 2869,2135,2486,10,9,mat_soil_010,mat_soil_009
962,2830 2831 2871 2870,2136,2487,10,9,mat_soil_010,mat_soil_009
964,2831 2832 2872 2871,2137,2488,10,9,mat_soil_010,mat_soil_009
966,2832 2833 2873 2872,2138,2489,10,9,mat_soil_010,mat_soil_009
968,2833 2834 2874 2873,2139,2490,10,9,mat_soil_010,mat_soil_009
970,2834 2835 2875 2874,2140,2491,10,9,mat_soil_010,mat_soil_009
972,2835 2836 2876 2875,2141,2492,10,9,mat_soil_010,mat_soil_009
978,2840 2841 2881 2880,2145,2496,10,9,mat_soil_010,mat_soil_009
980,2841 2842 2882 2881,2146,2497,10,9,mat_soil_010,mat_soil_009
981,2848 2849 2889 2888,2153,2504,10,9,mat_soil_010,mat_soil_009
982,2869 2870 2910 2909,2174,2525,10,9,mat_soil_010,mat_soil_009
983,2870 2871 2911 2910,2175,2526,10,9,mat_soil_010,mat_soil_009
984,2871 2872 2912 2911,2176,2527,10,9,mat_soil_010,mat_soil_009
985,2872 2873 2913 2912,2177,2528,10,9,mat_soil_010,mat_soil_009
986,2873 2874 2914 2913,2178,2529,10,9,mat_soil_010,mat_soil_009
987,2874 2875 2915 2914,2179,2530,10,9,mat_soil_010,mat_soil_009
988,2875 2876 2916 2915,2180,2531,10,9,mat_soil_010,mat_soil_009
989,2876 2877 2917 2916,2181,2532,10,9,mat_soil_010,mat_soil_009
991,2880 2881 2921 2920,2184,2535,10,9,mat_soil_010,mat_soil_009
993,2881 2882 2922 2921,2185,2536,10,9,mat_soil_010,mat_soil_009
994,2888 2889 2929 2928,2192,2543,10,9,mat_soil_010,mat_soil_009
995,2889 2890 2930 2929,2193,2544,10,9,mat_soil_010,mat_soil_009
996,2908 2909 2949 2948,2212,2563,10,9,mat_soil_010,mat_soil_009
997,2909 2910 2950 2949,2213,2564,10,9,mat_soil_010,mat_soil_009
998,2910 2911 2951 2950,2214,2565,10,9,mat_soil_010,mat_soil_009
999,2911 2912 2952 2951,2215,2566,10,9,mat_soil_010,mat_soil_009
1000,2912 2913 2953 2952,2216,2567,10,9,mat_soil_010,mat_soil_009
1001,2913 2914 2954 2953,2217,2568,10,9,mat_soil_010,mat_soil_009
1002,2914 2915 2955 2954,2218,2569,10,9,mat_soil_010,mat_soil_009
1003,2915 2916 2956 2955,2219,2570,10,9,mat_soil_010,mat_soil_009
1004,2916 2917 2957 2956,2220,2571,10,9,mat_soil_010,mat_soil_009
1006,2920 2921 2961 2960,2223,2574,10,9,mat_soil_010,mat_soil_009
1008,2948 2949 2989 2988,2251,2602,10,9,mat_soil_010,mat_soil_009
1009,2949 2950 2990 2989,2252,2603,10,9,mat_soil_010,mat_soil_009
1010,2950 2951 2991 2990,2253,2604,10,9,mat_soil_010,mat_soil_009
1011,2951 2952 2992 2991,2254,2605,10,9,mat_soil_010,mat_soil_009
1012,2952 2953 2993 2992,2255,2606,10,9,mat_soil_010,mat_soil_009
1013,2953 2954 2994 2993,2256,2607,10,9,mat_soil_010,mat_soil_009
1014,2954 2955 2995 2994,2257,2608,10,9,mat_soil_010,mat_soil_009
1015,2955 2956 2996 2995,2258,2609,10,9,mat_soil_010,mat_soil_009
1016,2956 2957 2997 2996,2259,2610,10,9,mat_soil_010,mat_soil_009
1017,2957 2958 2998 2997,2260,2611,10,9,mat_soil_010,mat_soil_009
1020,2988 2989 3029 3028,2290,2641,10,9,mat_soil_010,mat_soil_009
1021,2989 2990 3030 3029,2291,2642,10,9,mat_soil_010,mat_soil_009
1022,2990 2991 3031 3030,2292,2643,10,9,mat_soil_010,mat_soil_009
1023,2991 2992 3032 3031,2293,2644,10,9,mat_soil_010,mat_soil_009
1024,2992 2993 3033 3032,2294,2645,10,9,mat_soil_010,mat_soil_009
1025,2993 2994 3034 3033,2295,2646,10,9,mat_soil_010,mat_soil_009
1026,2994 2995 3035 3034,2296,2647,10,9,mat_soil_010,mat_soil_009
1027,2995 2996 3036 3035,2297,2648,10,9,mat_soil_010,mat_soil_009
1028,2996 2997 3037 3036,2298,2649,10,9,mat_soil_010,mat_soil_009
1029,2997 2998 3038 3037,2299,2650,10,9,mat_soil_010,mat_soil_009
1030,2998 2999 3039 3038,2300,2651,10,9,mat_soil_010,mat_soil_009
1033,3028 3029 3069 3068,2329,2680,10,9,mat_soil_010,mat_soil_009
1034,3029 3030 3070 3069,2330,2681,10,9,mat_soil_010,mat_soil_009
1035,3030 3031 3071 3070,2331,2682,10,9,mat_soil_010,mat_soil_009
1036,3031 3032 3072 3071,2332,2683,10,9,mat_soil_010,mat_soil_009
1037,3032 3033 3073 3072,2333,2684,10,9,mat_soil_010,mat_soil_009
1038,3033 3034 3074 3073,2334,2685,10,9,mat_soil_010,mat_soil_009
1039,3034 3035 3075 3074,2335,2686,10,9,mat_soil_010,mat_soil_009
1040,3035 3036 3076 3075,2336,2687,10,9,mat_soil_010,mat_soil_009
1041,3036 3037 3077 3076,2337,2688,10,9,mat_soil_010,mat_soil_009
1042,3037 3038 3078 3077,2338,2689,10,9,mat_soil_010,mat_soil_009
1043,3038 3039 3079 3078,2339,2690,10,9,mat_soil_010,mat_soil_009
1046,3051 3052 3092 3091,2351,2702,10,9,mat_soil_010,mat_soil_009
1047,3052 3053 3093 3092,2352,2703,10,9,mat_soil_010,mat_soil_009
1048,3067 3068 3108 3107,2367,2718,10,9,mat_soil_010,mat_soil_009
1049,3068 3069 3109 3108,2368,2719,10,9,mat_soil_010,mat_soil_009
1050,3069 3070 3110 3109,2369,2720,10,9,mat_soil_010,mat_soil_009
1051,3070 3071 3111 3110,2370,2721,10,9,mat_soil_010,mat_soil_009
1052,3071 3072 3112 3111,2371,2722,10,9,mat_soil_010,mat_soil_009
1053,3072 3073 3113 3112,2372,2723,10,9,mat_soil_010,mat_soil_009
1054,3076 3077 3117 3116,2376,2727,10,9,mat_soil_010,mat_soil_009
1055,3077 3078 3118 3117,2377,2728,10,9,mat_soil_010,mat_soil_009
1056,3078 3079 3119 3118,2378,2729,10,9,mat_soil_010,mat_soil_009
1059,3091 3092 3132 3131,2390,2741,10,9,mat_soil_010,mat_soil_009
1060,3092 3093 3133 3132,2391,2742,10,9,mat_soil_010,mat_soil_009
1061,3107 3108 3148 3147,2406,2757,10,9,mat_soil_010,mat_soil_009
1062,3108 3109 3149 3148,2407,2758,10,9,mat_soil_010,mat_soil_009
1063,3109 3110 3150 3149,2408,2759,10,9,mat_soil_010,mat_soil_009
1064,3110 3111 3151 3150,2409,2760,10,9,mat_soil_010,mat_soil_009
1065,3111 3112 3152 3151,2410,2761,10,9,mat_soil_010,mat_soil_009
1066,3112 3113 3153 3152,2411,2762,10,9,mat_soil_010,mat_soil_009
1067,3117 3118 3158 3157,2416,2767,10,9,mat_soil_010,mat_soil_009
1068,3118 3119 3159 3158,2417,2768,10,9,mat_soil_010,mat_soil_009
1099,3148 3149 3189 3188,2446,2797,10,9,mat_soil_010,mat_soil_009
1101,3149 3150 3190 3189,2447,2798,10,9,mat_soil_010,mat_soil_009
1103,3150 3151 3191 3190,2448,2799,10,9,mat_soil_010,mat_soil_009
1105,3151 3152 3192 3191,2449,2800,10,9,mat_soil_010,mat_soil_009
1107,3152 3153 3193 3192,2450,2801,10,9,mat_soil_010,mat_soil_009
1113,3157 3158 3198 3197,2455,2806,10,9,mat_soil_010,mat_soil_009
1115,3158 3159 3199 3198,2456,2807,10,9,mat_soil_010,mat_soil_009
1122,2842 3242 3243 2843,2459,2498,9,10,mat_soil_009,mat_soil_010
1123,2803 2843 3243 3203,2459,2460,9,10,mat_soil_009,mat_soil_010
1124,3203 3204 3244 3243,2460,2811,10,9,mat_soil_010,mat_soil_009
1126,3204 3205 3245 3244,2461,2812,10,9,mat_soil_010,mat_soil_009
1128,3205 3206 3246 3245,2462,2813,10,9,mat_soil_010,mat_soil_009
1130,3206 3207 3247 3246,2463,2814,10,9,mat_soil_010,mat_soil_009
1132,3207 3208 3248 3247,2464,2815,10,9,mat_soil_010,mat_soil_009
1134,3208 3209 3249 3248,2465,2816,10,9,mat_soil_010,mat_soil_009
1136,2848 3248 3249 2849,2465,2504,10,9,mat_soil_010,mat_soil_009
1137,3209 3210 3250 3249,2466,2817,10,9,mat_soil_010,mat_soil_009
1139,3210 3211 3251 3250,2467,2818,10,9,mat_soil_010,mat_soil_009
1145,3215 3216 3256 3255,2472,2823,10,9,mat_soil_010,mat_soil_009
1147,3216 3217 3257 3256,2473,2824,10,9,mat_soil_010,mat_soil_009
1149,3217 3218 3258 3257,2474,2825,10,9,mat_soil_010,mat_soil_009
1158,3225 3226 3266 3265,2482,2833,10,9,mat_soil_010,mat_soil_009
1160,3226 3227 3267 3266,2483,2834,10,9,mat_soil_010,mat_soil_009
1162,3227 3228 3268 3267,2484,2835,10,9,mat_soil_010,mat_soil_009
1164,3228 3229 3269 3268,2485,2836,10,9,mat_soil_010,mat_soil_009
1166,2829 2869 3269 3229,2485,2486,10,9,mat_soil_010,mat_soil_009
1174,2836 2876 3276 3236,2492,2493,9,10,mat_soil_009,mat_soil_010
1175,3236 3237 3277 3276,2493,2844,10,9,mat_soil_010,mat_soil_009
1177,2876 3276 3277 2877,2493,2532,10,9,mat_soil_010,mat_soil_009
1178,3237 3238 3278 3277,2494,2845,10,9,mat_soil_010,mat_soil_009
1180,3238 3239 3279 3278,2495,2846,10,9,mat_soil_010,mat_soil_009
1184,2842 2882 3282 3242,2497,2498,9,10,mat_soil_009,mat_soil_010
1185,3242 3243 3283 3282,2498,2849,10,9,mat_soil_010,mat_soil_009
1186,3243 3244 3284 3283,2499,2850,10,9,mat_soil_010,mat_soil_009
1187,3244 3245 3285 3284,2500,2851,10,9,mat_soil_010,mat_soil_009
1188,3245 3246 3286 3285,2501,2852,10,9,mat_soil_010,mat_soil_009
1189,3246 3247 3287 3286,2502,2853,10,9,mat_soil_010,mat_soil_009
1190,3247 3248 3288 3287,2503,2854,10,9,mat_soil_010,mat_soil_009
1191,2848 2888 3288 3248,2503,2504,10,9,mat_soil_010,mat_soil_009
1192,2849 2889 3289 3249,2504,2505,9,10,mat_soil_009,mat_soil_010
1193,3249 3250 3290 3289,2505,2856,10,9,mat_soil_010,mat_soil_009
1194,2889 3289 3290 2890,2505,2544,10,9,mat_soil_010,mat_soil_009
1195,3250 3251 3291 3290,2506,2857,10,9,mat_soil_010,mat_soil_009
1196,3251 3252 3292 3291,2507,2858,10,9,mat_soil_010,mat_soil_009
1197,3254 3255 3295 3294,2510,2861,10,9,mat_soil_010,mat_soil_009
1198,3255 3256 3296 3295,2511,2862,10,9,mat_soil_010,mat_soil_009
1199,3256 3257 3297 3296,2512,2863,10,9,mat_soil_010,mat_soil_009
1200,3257 3258 3298 3297,2513,2864,10,9,mat_soil_010,mat_soil_009
1201,3265 3266 3306 3305,2521,2872,10,9,mat_soil_010,mat_soil_009
1202,3266 3267 3307 3306,2522,2873,10,9,mat_soil_010,mat_soil_009
1203,3267 3268 3308 3307,2523,2874,10,9,mat_soil_010,mat_soil_009
1204,3268 3269 3309 3308,2524,2875,10,9,mat_soil_010,mat_soil_009
1205,2908 3308 3309 2909,2524,2563,10,9,mat_soil_010,mat_soil_009
1206,2869 2909 3309 3269,2524,2525,10,9,mat_soil_010,mat_soil_009
1207,2877 2917 3317 3277,2532,2533,9,10,mat_soil_009,mat_soil_010
1208,3277 3278 3318 3317,2533,2884,10,9,mat_soil_010,mat_soil_009
1209,3278 3279 3319 3318,2534,2885,10,9,mat_soil_010,mat_soil_009
1212,2921 3321 3322 2922,2536,2575,9,10,mat_soil_009,mat_soil_010
1213,2882 2922 3322 3282,2536,2537,9,10,mat_soil_009,mat_soil_010
1214,3282 3283 3323 3322,2537,2888,10,9,mat_soil_010,mat_soil_009
1215,3283 3284 3324 3323,2538,2889,10,9,mat_soil_010,mat_soil_009
1216,3284 3285 3325 3324,2539,2890,10,9,mat_soil_010,mat_soil_009
1217,3285 3286 3326 3325,2540,2891,10,9,mat_soil_010,mat_soil_009
1218,3286 3287 3327 3326,2541,2892,10,9,mat_soil_010,mat_soil_009
1219,3287 3288 3328 3327,2542,2893,10,9,mat_soil_010,mat_soil_009
1220,2888 2928 3328 3288,2542,2543,10,9,mat_soil_010,mat_soil_009
1221,2928 3328 3329 2929,2543,2582,9,10,mat_soil_009,mat_soil_010
1222,2929 3329 3330 2930,2544,2583,9,10,mat_soil_009,mat_soil_010
1223,2890 2930 3330 3290,2544,2545,9,10,mat_soil_009,mat_soil_010
1224,3290 3291 3331 3330,2545,2896,10,9,mat_soil_010,mat_soil_009
1225,3291 3292 3332 3331,2546,2897,10,9,mat_soil_010,mat_soil_009
1226,3292 3293 3333 3332,2547,2898,10,9,mat_soil_010,mat_soil_009
1227,3293 3294 3334 3333,2548,2899,10,9,mat_soil_010,mat_soil_009
1228,3294 3295 3335 3334,2549,2900,10,9,mat_soil_010,mat_soil_009
1229,3295 3296 3336 3335,2550,2901,10,9,mat_soil_010,mat_soil_009
1230,3296 3297 3337 3336,2551,2902,10,9,mat_soil_010,mat_soil_009
1231,3297 3298 3338 3337,2552,2903,10,9,mat_soil_010,mat_soil_009
1232,3305 3306 3346 3345,2560,2911,10,9,mat_soil_010,mat_soil_009
1233,3306 3307 3347 3346,2561,2912,10,9,mat_soil_010,mat_soil_009
1234,3307 3308 3348 3347,2562,2913,10,9,mat_soil_010,mat_soil_009
1235,2908 2948 3348 3308,2562,2563,10,9,mat_soil_010,mat_soil_009
1236,2917 2957 3357 3317,2571,2572,9,10,mat_soil_009,mat_soil_010
1237,3317 3318 3358 3357,2572,2923,10,9,mat_soil_010,mat_soil_009
1238,2957 3357 3358 2958,2572,2611,10,9,mat_soil_010,mat_soil_009
1239,3318 3319 3359 3358,2573,2924,10,9,mat_soil_010,mat_soil_009
1241,2960 3360 3361 2961,2574,2613,9,10,mat_soil_009,mat_soil_010
1243,2921 2961 3361 3321,2574,2575,9,10,mat_soil_009,mat_soil_010
1244,3321 3322 3362 3361,2575,2926,10,9,mat_soil_010,mat_soil_009
1245,3322 3323 3363 3362,2576,2927,10,9,mat_soil_010,mat_soil_009
1246,3323 3324 3364 3363,2577,2928,10,9,mat_soil_010,mat_soil_009
1247,3324 3325 3365 3364,2578,2929,10,9,mat_soil_010,mat_soil_009
1248,3325 3326 3366 3365,2579,2930,10,9,mat_soil_010,mat_soil_009
1249,3326 3327 3367 3366,2580,2931,10,9,mat_soil_010,mat_soil_009
1250,3327 3328 3368 3367,2581,2932,10,9,mat_soil_010,mat_soil_009
1251,3328 3329 3369 3368,2582,2933,10,9,mat_soil_010,mat_soil_009
1252,3329 3330 3370 3369,2583,2934,10,9,mat_soil_010,mat_soil_009
1253,3330 3331 3371 3370,2584,2935,10,9,mat_soil_010,mat_soil_009
1254,3331 3332 3372 3371,2585,2936,10,9,mat_soil_010,mat_soil_009
1255,3332 3333 3373 3372,2586,2937,10,9,mat_soil_010,mat_soil_009
1256,3333 3334 3374 3373,2587,2938,10,9,mat_soil_010,mat_soil_009
1257,3334 3335 3375 3374,2588,2939,10,9,mat_soil_010,mat_soil_009
1258,3335 3336 3376 3375,2589,2940,10,9,mat_soil_010,mat_soil_009
1259,3336 3337 3377 3376,2590,2941,10,9,mat_soil_010,mat_soil_009
1260,3337 3338 3378 3377,2591,2942,10,9,mat_soil_010,mat_soil_009
1261,3338 3339 3379 3378,2592,2943,10,9,mat_soil_010,mat_soil_009
1262,3344 3345 3385 3384,2598,2949,10,9,mat_soil_010,mat_soil_009
1263,3345 3346 3386 3385,2599,2950,10,9,mat_soil_010,mat_soil_009
1264,3346 3347 3387 3386,2600,2951,10,9,mat_soil_010,mat_soil_009
1265,3347 3348 3388 3387,2601,2952,10,9,mat_soil_010,mat_soil_009
1266,2948 2988 3388 3348,2601,2602,10,9,mat_soil_010,mat_soil_009
1267,2958 2998 3398 3358,2611,2612,9,10,mat_soil_009,mat_soil_010
1268,3358 3359 3399 3398,2612,2963,10,9,mat_soil_010,mat_soil_009
1269,2998 3398 3399 2999,2612,2651,10,9,mat_soil_010,mat_soil_009
1271,3360 3361 3401 3400,2613,2964,10,9,mat_soil_010,mat_soil_009
1273,3361 3362 3402 3401,2614,2965,10,9,mat_soil_010,mat_soil_009
1274,3362 3363 3403 3402,2615,2966,10,9,mat_soil_010,mat_soil_009
1275,3363 3364 3404 3403,2616,2967,10,9,mat_soil_010,mat_soil_009
1276,3364 3365 3405 3404,2617,2968,10,9,mat_soil_010,mat_soil_009
1277,3365 3366 3406 3405,2618,2969,10,9,mat_soil_010,mat_soil_009
1278,3366 3367 3407 3406,2619,2970,10,9,mat_soil_010,mat_soil_009
1279,3367 3368 3408 3407,2620,2971,10,9,mat_soil_010,mat_soil_009
1280,3368 3369 3409 3408,2621,2972,10,9,mat_soil_010,mat_soil_009
1281,3369 3370 3410 3409,2622,2973,10,9,mat_soil_010,mat_soil_009
1282,3370 3371 3411 3410,2623,2974,10,9,mat_soil_010,mat_soil_009
1283,3371 3372 3412 3411,2624,2975,10,9,mat_soil_010,mat_soil_009
1284,3372 3373 3413 3412,2625,2976,10,9,mat_soil_010,mat_soil_009
1285,3373 3374 3414 3413,2626,2977,10,9,mat_soil_010,mat_soil_009
1286,3374 3375 3415 3414,2627,2978,10,9,mat_soil_010,mat_soil_009
1287,3375 3376 3416 3415,2628,2979,10,9,mat_soil_010,mat_soil_009
1288,3376 3377 3417 3416,2629,2980,10,9,mat_soil_010,mat_soil_009
1289,3377 3378 3418 3417,2630,2981,10,9,mat_soil_010,mat_soil_009
1290,3378 3379 3419 3418,2631,2982,10,9,mat_soil_010,mat_soil_009
1291,3379 3380 3420 3419,2632,2983,10,9,mat_soil_010,mat_soil_009
1292,3383 3384 3424 3423,2636,2987,10,9,mat_soil_010,mat_soil_009
1293,3384 3385 3425 3424,2637,2988,10,9,mat_soil_010,mat_soil_009
1294,3385 3386 3426 3425,2638,2989,10,9,mat_soil_010,mat_soil_009
1295,3386 3387 3427 3426,2639,2990,10,9,mat_soil_010,mat_soil_009
1296,3387 3388 3428 3427,2640,2991,10,9,mat_soil_010,mat_soil_009
1297,2988 3028 3428 3388,2640,2641,10,9,mat_soil_010,mat_soil_009
1300,3402 3403 3443 3442,2654,3005,10,9,mat_soil_010,mat_soil_009
1301,3403 3404 3444 3443,2655,3006,10,9,mat_soil_010,mat_soil_009
1302,3404 3405 3445 3444,2656,3007,10,9,mat_soil_010,mat_soil_009
1303,3405 3406 3446 3445,2657,3008,10,9,mat_soil_010,mat_soil_009
1304,3406 3407 3447 3446,2658,3009,10,9,mat_soil_010,mat_soil_009
1305,3407 3408 3448 3447,2659,3010,10,9,mat_soil_010,mat_soil_009
1306,3408 3409 3449 3448,2660,3011,10,9,mat_soil_010,mat_soil_009
1307,3409 3410 3450 3449,2661,3012,10,9,mat_soil_010,mat_soil_009
1308,3410 3411 3451 3450,2662,3013,10,9,mat_soil_010,mat_soil_009
1309,3411 3412 3452 3451,2663,3014,10,9,mat_soil_010,mat_soil_009
1310,3051 3451 3452 3052,2663,2702,10,9,mat_soil_010,mat_soil_009
1311,3412 3413 3453 3452,2664,3015,10,9,mat_soil_010,mat_soil_009
1312,3052 3452 3453 3053,2664,2703,10,9,mat_soil_010,mat_soil_009
1313,3413 3414 3454 3453,2665,3016,10,9,mat_soil_010,mat_soil_009
1314,3414 3415 3455 3454,2666,3017,10,9,mat_soil_010,mat_soil_009
1315,3415 3416 3456 3455,2667,3018,10,9,mat_soil_010,mat_soil_009
1316,3416 3417 3457 3456,2668,3019,10,9,mat_soil_010,mat_soil_009
1317,3417 3418 3458 3457,2669,3020,10,9,mat_soil_010,mat_soil_009
1318,3418 3419 3459 3458,2670,3021,10,9,mat_soil_010,mat_soil_009
1319,3419 3420 3460 3459,2671,3022,10,9,mat_soil_010,mat_soil_009
1320,3420 3421 3461 3460,2672,3023,10,9,mat_soil_010,mat_soil_009
1321,3421 3422 3462 3461,2673,3024,10,9,mat_soil_010,mat_soil_009
1322,3422 3423 3463 3462,2674,3025,10,9,mat_soil_010,mat_soil_009
1323,3423 3424 3464 3463,2675,3026,10,9,mat_soil_010,mat_soil_009
1324,3424 3425 3465 3464,2676,3027,10,9,mat_soil_010,mat_soil_009
1325,3425 3426 3466 3465,2677,3028,10,9,mat_soil_010,mat_soil_009
1326,3426 3427 3467 3466,2678,3029,10,9,mat_soil_010,mat_soil_009
1327,3427 3428 3468 3467,2679,3030,10,9,mat_soil_010,mat_soil_009
1328,3067 3467 3468 3068,2679,2718,10,9,mat_soil_010,mat_soil_009
1329,3028 3068 3468 3428,2679,2680,10,9,mat_soil_010,mat_soil_009
1330,3073 3473 3474 3074,2685,2724,9,10,mat_soil_009,mat_soil_010
1331,3074 3474 3475 3075,2686,2725,9,10,mat_soil_009,mat_soil_010
1332,3075 3475 3476 3076,2687,2726,9,10,mat_soil_009,mat_soil_010
1335,3443 3444 3484 3483,2694,3045,10,9,mat_soil_010,mat_soil_009
1336,3444 3445 3485 3484,2695,3046,10,9,mat_soil_010,mat_soil_009
1337,3445 3446 3486 3485,2696,3047,10,9,mat_soil_010,mat_soil_009
1338,3446 3447 3487 3486,2697,3048,10,9,mat_soil_010,mat_soil_009
1339,3447 3448 3488 3487,2698,3049,10,9,mat_soil_010,mat_soil_009
1340,3448 3449 3489 3488,2699,3050,10,9,mat_soil_010,mat_soil_009
1341,3449 3450 3490 3489,2700,3051,10,9,mat_soil_010,mat_soil_009
1342,3450 3451 3491 3490,2701,3052,10,9,mat_soil_010,mat_soil_009
1343,3051 3091 3491 3451,2701,2702,10,9,mat_soil_010,mat_soil_009
1344,3053 3093 3493 3453,2703,2704,9,10,mat_soil_009,mat_soil_010
1345,3453 3454 3494 3493,2704,3055,10,9,mat_soil_010,mat_soil_009
1346,3454 3455 3495 3494,2705,3056,10,9,mat_soil_010,mat_soil_009
1347,3455 3456 3496 3495,2706,3057,10,9,mat_soil_010,mat_soil_009
1348,3456 3457 3497 3496,2707,3058,10,9,mat_soil_010,mat_soil_009
1349,3457 3458 3498 3497,2708,3059,10,9,mat_soil_010,mat_soil_009
1350,3458 3459 3499 3498,2709,3060,10,9,mat_soil_010,mat_soil_009
1351,3459 3460 3500 3499,2710,3061,10,9,mat_soil_010,mat_soil_009
1352,3460 3461 3501 3500,2711,3062,10,9,mat_soil_010,mat_soil_009
1353,3461 3462 3502 3501,2712,3063,10,9,mat_soil_010,mat_soil_009
1354,3462 3463 3503 3502,2713,3064,10,9,mat_soil_010,mat_soil_009
1355,3463 3464 3504 3503,2714,3065,10,9,mat_soil_010,mat_soil_009
1356,3464 3465 3505 3504,2715,3066,10,9,mat_soil_010,mat_soil_009
1357,3465 3466 3506 3505,2716,3067,10,9,mat_soil_010,mat_soil_009
1358,3466 3467 3507 3506,2717,3068,10,9,mat_soil_010,mat_soil_009
1359,3067 3107 3507 3467,2717,2718,10,9,mat_soil_010,mat_soil_009
1360,3073 3113 3513 3473,2723,2724,9,10,mat_soil_009,mat_soil_010
1361,3473 3474 3514 3513,2724,3075,10,9,mat_soil_010,mat_soil_009
1362,3474 3475 3515 3514,2725,3076,10,9,mat_soil_010,mat_soil_009
1363,3475 3476 3516 3515,2726,3077,10,9,mat_soil_010,mat_soil_009
1364,3076 3116 3516 3476,2726,2727,10,9,mat_soil_010,mat_soil_009
1365,3116 3516 3517 3117,2727,2766,9,10,mat_soil_009,mat_soil_010
1368,3484 3485 3525 3524,2734,3085,10,9,mat_soil_010,mat_soil_009
1369,3485 3486 3526 3525,2735,3086,10,9,mat_soil_010,mat_soil_009
1370,3486 3487 3527 3526,2736,3087,10,9,mat_soil_010,mat_soil_009
1371,3487 3488 3528 3527,2737,3088,10,9,mat_soil_010,mat_soil_009
1372,3488 3489 3529 3528,2738,3089,10,9,mat_soil_010,mat_soil_009
1373,3489 3490 3530 3529,2739,3090,10,9,mat_soil_010,mat_soil_009
1374,3490 3491 3531 3530,2740,3091,10,9,mat_soil_010,mat_soil_009
1375,3091 3131 3531 3491,2740,2741,10,9,mat_soil_010,mat_soil_009
1376,3131 3531 3532 3132,2741,2780,9,10,mat_soil_009,mat_soil_010
1377,3132 3532 3533 3133,2742,2781,9,10,mat_soil_009,mat_soil_010
1378,3093 3133 3533 3493,2742,2743,9,10,mat_soil_009,mat_soil_010
1379,3493 3494 3534 3533,2743,3094,10,9,mat_soil_010,mat_soil_009
1380,3494 3495 3535 3534,2744,3095,10,9,mat_soil_010,mat_soil_009
1381,3495 3496 3536 3535,2745,3096,10,9,mat_soil_010,mat_soil_009
1382,3496 3497 3537 3536,2746,3097,10,9,mat_soil_010,mat_soil_009
1383,3497 3498 3538 3537,2747,3098,10,9,mat_soil_010,mat_soil_009
1384,3498 3499 3539 3538,2748,3099,10,9,mat_soil_010,mat_soil_009
1385,3499 3500 3540 3539,2749,3100,10,9,mat_soil_010,mat_soil_009
1386,3500 3501 3541 3540,2750,3101,10,9,mat_soil_010,mat_soil_009
1387,3501 3502 3542 3541,2751,3102,10,9,mat_soil_010,mat_soil_009
1388,3502 3503 3543 3542,2752,3103,10,9,mat_soil_010,mat_soil_009
1389,3503 3504 3544 3543,2753,3104,10,9,mat_soil_010,mat_soil_009
1390,3504 3505 3545 3544,2754,3105,10,9,mat_soil_010,mat_soil_009
1391,3505 3506 3546 3545,2755,3106,10,9,mat_soil_010,mat_soil_009
1392,3506 3507 3547 3546,2756,3107,10,9,mat_soil_010,mat_soil_009
1393,3107 3147 3547 3507,2756,2757,10,9,mat_soil_010,mat_soil_009
1394,3147 3547 3548 3148,2757,2796,9,10,mat_soil_009,mat_soil_010
1395,3113 3153 3553 3513,2762,2763,9,10,mat_soil_009,mat_soil_010
1396,3513 3514 3554 3553,2763,3114,10,9,mat_soil_010,mat_soil_009
1397,3514 3515 3555 3554,2764,3115,10,9,mat_soil_010,mat_soil_009
1398,3515 3516 3556 3555,2765,3116,10,9,mat_soil_010,mat_soil_009
1399,3516 3517 3557 3556,2766,3117,10,9,mat_soil_010,mat_soil_009
1400,3117 3157 3557 3517,2766,2767,10,9,mat_soil_010,mat_soil_009
1407,3524 3525 3565 3564,2773,3124,10,9,mat_soil_010,mat_soil_009
1409,3525 3526 3566 3565,2774,3125,10,9,mat_soil_010,mat_soil_009
1411,3526 3527 3567 3566,2775,3126,10,9,mat_soil_010,mat_soil_009
1413,3527 3528 3568 3567,2776,3127,10,9,mat_soil_010,mat_soil_009
1415,3528 3529 3569 3568,2777,3128,10,9,mat_soil_010,mat_soil_009
1417,3529 3530 3570 3569,2778,3129,10,9,mat_soil_010,mat_soil_009
1419,3530 3531 3571 3570,2779,3130,10,9,mat_soil_010,mat_soil_009
1421,3531 3532 3572 3571,2780,3131,10,9,mat_soil_010,mat_soil_009
1423,3532 3533 3573 3572,2781,3132,10,9,mat_soil_010,mat_soil_009
1425,3533 3534 3574 3573,2782,3133,10,9,mat_soil_010,mat_soil_009
1427,3534 3535 3575 3574,2783,3134,10,9,mat_soil_010,mat_soil_009
1429,3535 3536 3576 3575,2784,3135,10,9,mat_soil_010,mat_soil_009
1431,3536 3537 3577 3576,2785,3136,10,9,mat_soil_010,mat_soil_009
1433,3537 3538 3578 3577,2786,3137,10,9,mat_soil_010,mat_soil_009
1435,3538 3539 3579 3578,2787,3138,10,9,mat_soil_010,mat_soil_009
1437,3539 3540 3580 3579,2788,3139,10,9,mat_soil_010,mat_soil_009
1439,3540 3541 3581 3580,2789,3140,10,9,mat_soil_010,mat_soil_009
